HITID,index,comment_index,comments,keys,Worker1,Answer1,Worker2,Answer2,Worker3,Answer3,Worker4,Answer4,Worker5,Answer5,Avg,Date
31YWE12TE0CJRGIQCKGNQOEJY557XL,471,36,"Hi, Ross Yes, your suggestion is great. We need think about this in the next version. This feature will not be available in the current version. Thanks",490586900,A1V6P1ZE6Q8YEW,1,A1ZFUBB7KVAT4G,1,A2RD843ESYKRP2,1,A9K0CV70JWG1W,0,ANMWPCK7TJMZ8,1,0.8,2015-06-15 07:37:54 UTC
3P7RGTLO6EDVQIHHK4DIAL8734WAKQ,658,18,"Hi just wanted to take a moment to say congrats on a great project, will these be available for regular purchase in the future",716290741,A1V6P1ZE6Q8YEW,1,A32QBXDPHHSTOD,2,A3Q92WMGIHEPSD,0,A9K0CV70JWG1W,1,AKJ8CNFZH73K6,0,0.8,2015-06-15 07:58:12 UTC
3X2LT8FDHWI82UIJCKC725W70N5W84,779,81,"Hi Graham, Thanks for your comment and support, we are confident we will make it to market Tommy",846668294,A32QBXDPHHSTOD,0,A3HW4QDJB63OQ2,1,A3Q92WMGIHEPSD,1,A9K0CV70JWG1W,1,AXMPSUNKUBEIL,1,0.8,2015-06-15 08:07:03 UTC
3MYASTQBG7BFZSIOHJOHW8SMNDLDQN,716,13,Thank you for the update. Its been a long time coming but understanbly so. Keep going Idris.,784416700,A32QBXDPHHSTOD,1,A3CFNUD7VR2E1E,1,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,1,AQR70X1KIOP6B,1,0.8,2015-06-15 07:50:47 UTC
3EAWOID6MTXD5GDBR6UWNO7BAGQV05,484,37,"Huge congrats Bob! Great run to the finish line. Just a quick question. Do you, or can you have the triggers get stiffer the more you pull or push them to the extremes of their range Just thinking of a simple feedback mechanism so you have better feel of how much speed youre dialling up or down, and to prevent you from over shooting your mark should you pull a little to enthusiastically on the trigger.",509548212,A1T79J0XQXDDGC,1,A1V6P1ZE6Q8YEW,1,A2RD843ESYKRP2,0,A3Q92WMGIHEPSD,1,A9K0CV70JWG1W,1,0.8,2015-06-15 08:37:19 UTC
3E6L1VR4XWMJNUD0TG59E3EGZPQ6FV,536,39,Neat game with Zombies for the iphone. Would be great if it worked on AppTag. Have already made this comment on the kickstarter campaign. Looks like it needs more funding to succeed. httpwww.kickstarter.comprojects1821693041urbanzombie,563251715,A1PE0077HI218F,0,A1T79J0XQXDDGC,1,A1V6P1ZE6Q8YEW,1,A1ZFUBB7KVAT4G,1,A3HW4QDJB63OQ2,1,0.8,2015-06-15 08:36:11 UTC
3TD33TP5DL2UXFDNER0PBIPHGANBA7,352,6,Good luck with the pledges Gary. Hope to see it on the net. 73 Stevie VK6SMK,373557829,A1V6P1ZE6Q8YEW,0,A3CFNUD7VR2E1E,1,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,AQR70X1KIOP6B,1,0.8,2015-06-15 08:37:55 UTC
3THR0FZ95PTVCST0FNU1QG5RHL5LO3,259,29,"I find your idea very unique, creative and something that has never been done before. I watched the SpaceShipOne documentary with great interest. I see your project as a single, private citizen playing in the same area. My 50 says you can pull it off! Good luck! BTW, I found out about it from an AndroidGuys RSS feed.",271149688,A1PE0077HI218F,1,A1V6P1ZE6Q8YEW,0,A3HW4QDJB63OQ2,1,A3KOVCQYR8K3HY,1,A9K0CV70JWG1W,1,0.8,2015-06-15 08:27:19 UTC
3WUVMVA7OB3QFDG3K5GSX0WK7D9ZA1,339,44,I need this now!,359950710,A1V6P1ZE6Q8YEW,1,A3HW4QDJB63OQ2,1,A3KOVCQYR8K3HY,-1,A9K0CV70JWG1W,1,AQR70X1KIOP6B,2,0.8,2015-06-15 08:23:03 UTC
3PGQRAZX02KUAJSS5J004THONPCSYZ,609,100,Thank You! I was just wondering... A friend of mine was telling me about blink. I am really excited about Novi! I might just back both for double Security and compare! I do like Blink about the video  live view but like you said Novi has things that Blink doesnt! You got my pledge!,650437662,A1PE0077HI218F,1,A9K0CV70JWG1W,1,AKJ8CNFZH73K6,1,ANMWPCK7TJMZ8,0,AQR70X1KIOP6B,1,0.8,2015-06-15 08:14:51 UTC
3CMV9YRYP31HBH23ZA2WIKO5IRVLJK,582,102,Hendra Yes! Thank you bakers!,617992882,A1PE0077HI218F,0,A1V6P1ZE6Q8YEW,0,A1ZFUBB7KVAT4G,1,A2RD843ESYKRP2,2,A3HW4QDJB63OQ2,1,0.8,2015-06-15 08:37:05 UTC
30Y6N4AHYPWFBTXOUYDH1Y2RJZNDRO,717,243,Freddy Thanks a lot for supporting this project. The attack you are mentioning is known as Denial of Service DOS attack. DOS attack can be performed on almost any lock. A well known DOS attack on mechanical locks involves someone inserting resin or even a chewing gum inside the key hole to obstruct the key passage.,786058528,A1V6P1ZE6Q8YEW,0,A3HW4QDJB63OQ2,1,A3KOVCQYR8K3HY,1,A9K0CV70JWG1W,1,AQR70X1KIOP6B,1,0.8,2015-06-15 08:17:18 UTC
3TLFH2L6Y9O5OYC01YYV5UC5ATV2TH,512,16,Global Fusion is not just a Western music phenomenon. The music from these regions have also fused as musician in those traditions have incorporated tempered western instruments into their sounds. The result The beauty  subtlety of sound in these musical traditions is being lost. One reason why Im so excited by this project is that I feel the Nautilauta will make microtonal music more accessible to otherwise tempered musicians and keep the richness of sound alive and kickass.,536113082,A1V6P1ZE6Q8YEW,0,A32QBXDPHHSTOD,1,A3HW4QDJB63OQ2,1,A3Q92WMGIHEPSD,2,AKJ8CNFZH73K6,0,0.8,2015-06-15 08:53:20 UTC
3UOMW19E6D6G1ETCXV53ERFD6HNC5A,348,10,"Prof. Keen, I am encouraged to see youve made apparently realistic estimates of development costs. Looks like youre in line with one of the first and surely the most important software engineering book ever published The Mythical Man Month by Fred Brooks. If you run into delays inevitable!, remember Brooks law, Take no small slips in your schedule.",369710714,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,1,A1ZFUBB7KVAT4G,1,A291KO368YRYCR,1,A9K0CV70JWG1W,1,0.8,2015-06-15 08:52:15 UTC
30IRMPJWDZJNPZ3YMFZ45BXH38KKR8,115,49,"This is a letter that I sent to Ben, before Id pledged. Could not post here until then. Dec 26, 2014 I also think that this is one of the best products currently in this whole list of projects. Great product, that deserves a better showing. A camera crane without the complications. Ive noted a lot on Kickstart that the products that do well, have had a brilliant advertising video, sometimes better than the product. If it does not make its funding, dont give up. I like it a lot and would come on board, but for the fact that I have already used up my allocation on some other kickstarts including the ZANO micro quadcopter. Look and marvel at there sponsorship. Im sure that you could be there as well. Is there a way of showing this to the GoPro people. As long as its soundly engineered, I am certain that there is a brilliant market for this. Regards David",113356948,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,0,A3HW4QDJB63OQ2,2,A9K0CV70JWG1W,0,AQR70X1KIOP6B,2,0.8,2015-06-15 08:34:53 UTC
3W5PY7V3UP71BG92IPRMCSQ1R6ZYJP,427,109,I like the idea of the zipper bag.,443949619,A1T79J0XQXDDGC,1,A3HW4QDJB63OQ2,1,A3ITZNJQUTIZ4C,1,A9K0CV70JWG1W,1,AQR70X1KIOP6B,0,0.8,2015-06-15 08:11:13 UTC
3HA5ODM5KASD6PXN08DGXUDU58ASVQ,603,179,"Creator, Thanks for the reply. Thats exactly what I wanted to hear.  That might be something you want put in your description or FAQs, just to let people know that the technology has already passed FCC.",644614031,A16U1L4R6WV5G2,0,A1V6P1ZE6Q8YEW,1,A3CFNUD7VR2E1E,1,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,0.8,2015-06-15 08:32:16 UTC
363A7XIFV4M96TBTJ8RPCUJOJ23VAX,901,23,"Hello Dennis. We are happy to hear that your VSlot arrived! Were working on perfecting our packing and shipping methods. We are not aware of any minor damage that would have existed prior to leaving the OpenBuilds warehouse. Therefore, we will work on ensuring that the ends are padded as much as possible to avoid this in the future. We appreciate the feedback and the understanding! Thanks, Mark and Trish",969891707,A1T79J0XQXDDGC,0,A1ZFUBB7KVAT4G,1,A9K0CV70JWG1W,1,AQR70X1KIOP6B,1,AXMPSUNKUBEIL,1,0.8,2015-06-15 07:50:05 UTC
3QMELQS6Y5BGQKI9KB53VSSZ2D16RQ,309,13,Come on party people lets get this stretched!!! 5 days left!! Roo,323932996,A1V6P1ZE6Q8YEW,0,A32QBXDPHHSTOD,1,A3HW4QDJB63OQ2,0,A3KOVCQYR8K3HY,2,AKJ8CNFZH73K6,1,0.8,2015-06-15 08:12:55 UTC
33K3E8REWWVNRUN9MP8T4OAE9PAX8X,902,17,"Ah, okay, cool. So its a FULL kit. And more colours is always a fun thing! Thanks for the info.",970345408,A1V6P1ZE6Q8YEW,1,A1ZFUBB7KVAT4G,1,A32QBXDPHHSTOD,0,A9K0CV70JWG1W,1,AQR70X1KIOP6B,1,0.8,2015-06-15 07:48:07 UTC
32XN26MTXZJA9B1HD2SQ0F99JIP0LS,538,38,"Congrats guys, looking forward to it. Followup question. Does one need to pair and download after every dive, or will it store a few dives I frequently go on boat dives, and we may get 2, 3, or 4 dives in during a day. I do not normally take my phone on to the boat. Will I be able to retrieve all dive info for the day if I download in the evening",565576769,A1T79J0XQXDDGC,1,A1V6P1ZE6Q8YEW,0,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,AQR70X1KIOP6B,1,0.8,2015-06-15 08:37:28 UTC
3S37Y8CWI807JTVH0HMULTG2Y194W5,884,34,"Michael, It is encouraging that a leader of the public web is among our backers. Congrats on your latest launch. Some things deserve to be shouted from the rooftops, others, are more private. Thanks for the Pledge, Sean",944254727,A1PE0077HI218F,1,A1V6P1ZE6Q8YEW,1,A9K0CV70JWG1W,0,AQR70X1KIOP6B,1,AXMPSUNKUBEIL,1,0.8,2015-06-15 08:32:07 UTC
3PIOQ99R7YMGDXGINMMP2E1542TNUK,528,25,"Joerg We love the idea of kids being able to upload their own artwork and its definitely on our product road map for the future. Right now, we dont have an engineer in place to build out that feature, so well be building the custom graphics manually for supporters who back at those levels. Omar Each month will have projects of varying levels of difficulty. For the first few months, kids will be focused on the easier apps. As the months go on, theyll be understanding more and more of the harder apps and hopefully revisiting some of the harder apps of their first months. But, youre definitely right it WILL be necessary to create some kind of a Level 2 box to which kids can graduate when theyre ready. This will probably omit easy apps and begin to introduce more raw Javascript. We dont really know much more than that right now, but rest assured that its one of the first things well be working on after we get rolling. We should have 6 months to figure it out, at least  ",555249832,A18JA2145UWXG,1,A1T79J0XQXDDGC,0,A3HW4QDJB63OQ2,1,AQR70X1KIOP6B,1,AXMPSUNKUBEIL,1,0.8,2015-06-15 08:15:09 UTC
30OITAWPBQ3QJ964MDWL1YHV55B9H7,317,10,"Andrew Batey Thanks for pointing that out for some reason rest of world should have been 6 and uk 0 dont know what happened there but many thanks for telling me, now corrected. Also many thanks for backing my kickstarter, we are now funded ",331165144,A1ZFUBB7KVAT4G,1,A291KO368YRYCR,0,A2RD843ESYKRP2,1,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,0.8,2015-06-15 08:48:13 UTC
3KG2UQJ0MJOOL4916D2KSD4G1HNQNI,674,9,"Thank you for the contribution! Like street art, the app will be free. It doesnt seem right to charge for an app to discover and share something that artists put up for everyone to see. Its in the text but maybe it should be clearer.",730228657,A1T79J0XQXDDGC,0,A3Q92WMGIHEPSD,1,A9K0CV70JWG1W,1,AQR70X1KIOP6B,1,AXMPSUNKUBEIL,1,0.8,2015-06-15 07:56:50 UTC
3MXX6RQ9EV5HZKYGOV8ZTZ865464PA,49,228,"Thanks all for your backing and support. Well try to get some example projects  great ideas up shortly. If anyone has unique things that you are planning on doing with the TinyDuino  TinyLily, please feel free to post them here, Im sure everyone would be interested in hearing your plans! Thanks, Ken",45362297,A1V6P1ZE6Q8YEW,0,A2RD843ESYKRP2,1,A32QBXDPHHSTOD,1,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,0.8,2015-06-15 08:17:22 UTC
3MDWE879UH2GSW3IMLMPFNEXAS69BR,216,0,Jessica  Glad you did! Youre very welcome,237264329,A1PE0077HI218F,0,A1T79J0XQXDDGC,1,A1V6P1ZE6Q8YEW,1,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,0.8,2015-06-15 08:24:05 UTC
3T8DUCXY0N6GOIXZM7DAFHKJGZ5T90,723,40,Chris and team. Just pledged my support and looking forward to being a part of this exciting project. Hope you reach your goal. Could use a trackable disc playing winter rounds in snowy Maine!,795555056,A1PE0077HI218F,0,A1T79J0XQXDDGC,1,A1V6P1ZE6Q8YEW,1,A3HW4QDJB63OQ2,1,A3UWM3KJYEL5XU,1,0.8,2015-06-15 08:40:40 UTC
30Z7M1Q8UYKBVHFGBFGFKGZG842A87,959,12,Hello! Weve just install a new login page and a reset password option. Youre now able to change your password in the P menu And thank you for your encouragement!,1033109842,A1PE0077HI218F,1,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,AKJ8CNFZH73K6,0,AXMPSUNKUBEIL,1,0.8,2015-06-15 08:11:47 UTC
3ZXV7Q5FJBO83BM137IC036QVB0FCV,840,12,"Carlos, were glad you did! Were currently working toward designing for manufacturing which once done will give us a reliable idea of what we can retail for. And as a FishBit Beta backer youll definitely be among the first to know what that is because wed love to see a FishBit in your parents tank!",901568725,A1V6P1ZE6Q8YEW,1,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,1,AQR70X1KIOP6B,1,AXMPSUNKUBEIL,1,0.8,2015-06-15 08:02:01 UTC
3BAKUKE49HCLJYHCE5TM0W1IU2L1RN,226,498,"Good morning to all our fabulous backers!! Woo hoo, we did it! Thank you so much for all the kind and wonderful comments. As I promised, I am posting about the special Kick Starter color. This was a very difficult decision. I am an artist, so my love of colors goes without saying. Honestly, I kept arguing the point for all the colors. However, Tony being the practical one, informed me that we had to run 1,000 of whatever color we chose and choosing more than one was financially out of the question. Of course I was disappointed, but put my business hat on and sat down to tally all the votes, private messages and comments. I thought that the color should be a commemoration of the Kick Starter nature of our companys launch and a special reminder for all our gracious backers of your role in a successful Kick Starter project. Soo.... drum roll please The special KickStarter color will be KICK STARTER GREEN I hope that I havent disappointed too many of you and I fought hard for adding two colors. I promise it wont be an obnoxious green. It is a fun green. So, I will be sending out your surveys to select Black, White or Kick Starter Green Expedition Only later this morning. Tony leaves for China in 16 hours so we hope we have a good idea of the mix of color choices by the time he lands. Again, Thank you so much for all your support! Christina Vilgiate",244028708,A1PE0077HI218F,1,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,1,A9K0CV70JWG1W,1,AKJ8CNFZH73K6,1,0.8,2015-06-15 08:33:06 UTC
3GS542CVJVNE3GM9LBVCC1E50WK95Q,759,12,"Yay  16 hours to go and well over the threshold. Go PixelPusher, Go!",828420898,A1T79J0XQXDDGC,1,A1V6P1ZE6Q8YEW,0,A3CFNUD7VR2E1E,2,A3HW4QDJB63OQ2,1,AKJ8CNFZH73K6,0,0.8,2015-06-15 08:44:29 UTC
30Z7M1Q8UYKBVHFGBFGFKGZG8428A5,212,173,Lots of interesting possibilities. We are excited about developing this further with our community even beyond Kickstarter. Our fist goal is to deliver backer rewards in summer and make sure you get a real good product!,231428374,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,1,A3HW4QDJB63OQ2,1,A3KOVCQYR8K3HY,1,A9K0CV70JWG1W,1,0.8,2015-06-15 08:25:46 UTC
306996CF6WKY3R0NI87W0HWECGHB1J,211,4,Congrats guys... All the best for your production,231127214,A1PE0077HI218F,0,A1V6P1ZE6Q8YEW,1,A3HW4QDJB63OQ2,1,A3UWM3KJYEL5XU,1,AQR70X1KIOP6B,1,0.8,2015-06-15 08:36:13 UTC
3I4E7AFQ2KZ5UUA88J4N4BYMC4GJTK,841,10,Cant wait to have access,902047561,A1T79J0XQXDDGC,1,A1V6P1ZE6Q8YEW,0,A291KO368YRYCR,1,A32QBXDPHHSTOD,1,A9K0CV70JWG1W,1,0.8,2015-06-15 08:23:17 UTC
3VDVA3ILIDFUU88YYUZA1SNBSTA1GR,693,92,Good for you. I am behind you all the way. Things happen.,759484802,A1PE0077HI218F,0,A1T79J0XQXDDGC,1,A1V6P1ZE6Q8YEW,1,AKJ8CNFZH73K6,1,AQR70X1KIOP6B,1,0.8,2015-06-15 08:37:19 UTC
33N1S8XHHMLULP33OMNZMZ3H3J3Z1D,200,33,Fantastic! Thanks to backers for hitting the goal in two days. I am ordering stuff tomorrow. I expect to be able to start shipping by end of July. I actually anticipate being able to ship by the time the kickstarter project ends July 17. Ill post an update when I have all raw materials on hand and can start cranking the handle. Thanks again.,214875852,A1PE0077HI218F,0,A1V6P1ZE6Q8YEW,1,A32QBXDPHHSTOD,2,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,0,0.8,2015-06-15 08:32:47 UTC
3E9VAUV7BWEQAN6YOJE9JTNI1J5AYL,780,12,"Congratulations on getting funded. One question. Assuming bright sunshine, how long would it take for the Lion to be fully charged Thanks",847106812,A18JA2145UWXG,1,A1PE0077HI218F,0,A1T79J0XQXDDGC,1,A1V6P1ZE6Q8YEW,1,A3CFNUD7VR2E1E,1,0.8,2015-06-15 08:32:45 UTC
3Z56AA6EK40PT45HF39M9TYPWQ26M2,201,13,This project seem promising. Looking forward on your launch.,216758075,A1T79J0XQXDDGC,1,A1V6P1ZE6Q8YEW,1,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,AKJ8CNFZH73K6,0,0.8,2015-06-15 08:22:32 UTC
34R0BODSP1ZVYCDQTMBY4FFGRTZE54,237,2,"Congratz on successful funding. Sorry to see there are only 63 backers there should have been tons more. You need to do some creative marketing to get the necessary attention! That said whats the chance that you can adapt circuitry to allow for iPad charging  2,1Ah10W  Brgds Robert",250474470,A1T79J0XQXDDGC,1,A1V6P1ZE6Q8YEW,0,A32QBXDPHHSTOD,1,A3HW4QDJB63OQ2,1,A3KOVCQYR8K3HY,1,0.8,2015-06-15 08:33:01 UTC
39AYGO6AFFKVBMQHR4OMM8NP1GC6N2,230,3,"Mike Yes, I did mean the LOGICam, thanks for the great news!  BTW, we loved the Bone at Penguicon. I checked it out a bit before taking it for a showandtell in the makerspace room. They were still playing with it when I got back from a panel, several hours later! Ill be loaning both to the electronics lab at my local hackerspace, i3Detroit i3detroit.org as soon as I get the Cam, so many more makers will get the chance for a handon.",245972203,A1T79J0XQXDDGC,1,A291KO368YRYCR,2,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,1,AQR70X1KIOP6B,0,0.8,2015-06-15 08:41:33 UTC
3UY4PIS8QRL040PKLYC5RCW8T5W1NZ,776,1,"Thank you all for your kind words! We are so blessed and honored, and hope to make you all proud.",845674824,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,1,A32QBXDPHHSTOD,1,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,0.8,2015-06-15 08:35:41 UTC
3EPG8DX9LKQZV32G20R9YREK5015PG,766,3,"Arrived today  3315  in Verona, Italy. I cant wait ... ",837333565,A1V6P1ZE6Q8YEW,0,A1ZFUBB7KVAT4G,1,A32QBXDPHHSTOD,1,A3HW4QDJB63OQ2,1,AKJ8CNFZH73K6,1,0.8,2015-06-15 08:18:54 UTC
3XEIP58NL0N7BW77HW5I6ECV1P7ZLI,32,28,"Hi Max, great to hear your enthusiasm! We accelerated getting user feedback by doing further testing with existing prototypes and running the feedback process with kickstarter backers. Based on this early feedback we are already making some big improvements on the grip design, such that we may be able to do less user testing with the production prototypes once we have them. If we do production prototype testing and we have spots available I will definitely get in touch. The next update will describe improvements to the grip design and where we are in the fulfillment process. If you have any other questions please let us know, and thanks for the encouragement!",28003991,A1V6P1ZE6Q8YEW,0,A1ZFUBB7KVAT4G,1,A32QBXDPHHSTOD,1,A9K0CV70JWG1W,1,AXMPSUNKUBEIL,1,0.8,2015-06-15 08:22:35 UTC
3EFNPKWBMSOTT7BS7WOQ4TFSJWY30H,787,34,Thanks Michael Margerum!,852733187,A1V6P1ZE6Q8YEW,0,A1ZFUBB7KVAT4G,1,A32QBXDPHHSTOD,1,A3HW4QDJB63OQ2,1,A3KOVCQYR8K3HY,1,0.8,2015-06-15 08:48:32 UTC
3BJKPTD2QCCMSITLGODW62KDMLBTRN,369,231,Just plundered down 45 for a Graphite scoop. Going to add the Kickstarter Green in 24 hours. Cant wait to try this out for the holidays.,392950028,A1PE0077HI218F,1,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,0,A3CFNUD7VR2E1E,2,A9K0CV70JWG1W,1,0.8,2015-06-15 08:42:07 UTC
33CLA8O0MIBC9DBKL487PY5CVC3RFD,398,3,"the new samples are 100 improved WAY TO GO ion the noise floor adjustments!!! This lady is going to sing growl, snarl, and bark!",417633235,A1PE0077HI218F,1,A1V6P1ZE6Q8YEW,0,A3CFNUD7VR2E1E,2,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,1,0.8,2015-06-15 08:34:05 UTC
34R3P23QHS11V5JCFO6DFIP636VWHJ,325,6,Wow! Thats another exciting project! Congratulations!,343646776,A1PE0077HI218F,0,A1V6P1ZE6Q8YEW,0,A3HW4QDJB63OQ2,1,AKJ8CNFZH73K6,1,ANMWPCK7TJMZ8,2,0.8,2015-06-15 08:44:55 UTC
3X52SWXE0X5AEX8WTWSC4RSQQEQCWQ,856,15,Hi Andrew  too bad it wouldnt work.  I cant wait to get my hands on this little kit... Its like waiting for Santa to come.,915095415,A1V6P1ZE6Q8YEW,0,A291KO368YRYCR,2,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,0,AQR70X1KIOP6B,1,0.8,2015-06-15 08:05:05 UTC
3W3RSPVVGSRQPXDXB96APMXGZ7TLUG,374,23,"Tasha Thanks so much! Yes, the joy of mud power is a very unique gift to give. We really like your idea and you may receive an update about this soon. Yo Excellent! I think youll enjoy the Shewy Plush. Its electric pili tentacles light up to show electron flow!",395267084,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,1,A3HW4QDJB63OQ2,1,A3UWM3KJYEL5XU,1,AKJ8CNFZH73K6,1,0.8,2015-06-15 08:41:13 UTC
3XEDXEGFX3OZP5JZS2GPLFWUUIK0KP,527,21,Ive put down 535 toward the project because I believe in what you do and the great ethics youve displayed over the years. Lifetime cross platform purchases etc. I am one of those who predates Laridian going back to the days of DOS version QuickVerse on 5 14 floppy disks when I was in seminary  wow does that date me or what!  From QV for DOS  Win Palm Windows CE  PocketBible Win  iPhone  iPad and NOW finally to have your great pgm on my beloved Mac system  You bet Id tithe some  to see this come to fruition! THANKS and GOD BLESS to all the supporters and especially to all the great folks at Laridian!  Hey I remember when customer service and tech support for Parsons Tech was an actual human voice,555152870,A1T79J0XQXDDGC,1,A1V6P1ZE6Q8YEW,2,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,0,AQR70X1KIOP6B,0,0.8,2015-06-15 08:25:41 UTC
3JMNNNO3B14XGFGUW336SEJ4ENDW21,742,17,"For those checking in here but not following gameduino on twitter Parts are on their way from manufacturer. The big ship will happen June 6th. Woo and, indeed, hoo!",814814858,A3HW4QDJB63OQ2,1,A3Q92WMGIHEPSD,2,A9K0CV70JWG1W,1,AKJ8CNFZH73K6,0,ANMWPCK7TJMZ8,0,0.8,2015-06-15 08:20:21 UTC
3BCRDCM0ODUU3G5EURW6UG6L7L76KX,579,33,"Rick  Bill Jelen Mr. Excel has an Excel video that I have found very helpful. I believe its around 50 on its own, but as a member of ACM, 100yr, you get access to a subset of Safari Books Online and his video is there. The Professional Excel Development book is there, too. I think the ACM membership is a great value!",616468414,A1T79J0XQXDDGC,1,A1V6P1ZE6Q8YEW,1,A3HW4QDJB63OQ2,1,A9K0CV70JWG1W,1,AQR70X1KIOP6B,0,0.8,2015-06-15 08:28:15 UTC
3ZTE0JGGCES29OZU2A12NXF4NCROCQ,384,25,Congrats on getting funded! Can we look forward to an update soon Thanks!,402995987,A1PE0077HI218F,0,A1T79J0XQXDDGC,1,A1V6P1ZE6Q8YEW,1,A9K0CV70JWG1W,1,AQR70X1KIOP6B,1,0.8,2015-06-15 08:34:05 UTC
3VP28W7DUNKLB4XBVL2KB17B4TMFZU,645,154,very excited to get into this jamstick. going to be practicing some jack johnson...,695691724,A18JA2145UWXG,1,A1V6P1ZE6Q8YEW,1,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,0,AQR70X1KIOP6B,2,0.8,2015-06-15 07:44:30 UTC
3Y3N5A7N4G9RCOFNLM4ESKIIV0UYMT,659,15,Thanks!,716510841,A1T79J0XQXDDGC,0,A2RD843ESYKRP2,1,A32QBXDPHHSTOD,0,A3Q92WMGIHEPSD,1,A9K0CV70JWG1W,1,0.6,2015-06-15 07:57:43 UTC
338GLSUI43BOASBX0T8CF8A8HEMFSP,983,30,Edward Wong good timing. Im working on that today in fact.,1057979341,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,1,A1ZFUBB7KVAT4G,1,A3HW4QDJB63OQ2,1,AQR70X1KIOP6B,0,0.6,2015-06-15 07:58:08 UTC
3BO3NEOQM0H4KNRTK1S6X5TUB07IAN,626,11,"Wow, What a finish. Now to work.",678598248,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,1,A3CFNUD7VR2E1E,1,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,1,0.6,2015-06-15 08:35:50 UTC
3S37Y8CWI807JTVH0HMULTG2Y19W4X,543,2,"Hi Steve, Yesterday we completed the boxing of all of the Luminths! Well be posting another update very soon. Im glad to hear that you are excited. We are too. John",569822143,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,0,A32QBXDPHHSTOD,1,A3KOVCQYR8K3HY,1,A9K0CV70JWG1W,1,0.6,2015-06-15 07:59:12 UTC
3Y3CZJSZ9KTK7GIVFSVY3MEZ6IPR5U,232,26,"Thanks for the survey, you will do the right and its good you take responsibility",247300777,A1PE0077HI218F,1,A1V6P1ZE6Q8YEW,0,A9K0CV70JWG1W,0,ANMWPCK7TJMZ8,1,AQR70X1KIOP6B,1,0.6,2015-06-15 08:28:07 UTC
3OKP4QVBP2XQOWLYUDS3CTGEWNFGAT,733,208,Nice Video! Regarding the Nav lights Is it possible to switch the mode between flashing and continious lightingMy experience with flashing Nav lights is not very good. Is more difficult to see the position on longer distances than always on nav lights. But I like that they are in the frame integrated. Are they in the DIY Kit included too,809544447,A1T79J0XQXDDGC,0,A32QBXDPHHSTOD,1,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,1,AQR70X1KIOP6B,1,0.6,2015-06-15 08:09:13 UTC
32FESTC2NHQXMTJRYWDBM37T5YFCUR,39,0,Hey Alex! Its still on track with the last update. Heres a link to the last one httpswww.kickstarter.comprojects822424463megabarthemostversatileandaffordableworkoutposts1226993,35335530,A1V6P1ZE6Q8YEW,0,A2RD843ESYKRP2,1,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,1,AXMPSUNKUBEIL,1,0.6,2015-06-15 07:57:48 UTC
